,Round,Seed,Opp_1,Opp_2,Opp_3,Opp_4,Opp_5,Opp_6,Final Rd,Team,Conf,W,AdjO,AdjD,AdjT,Luck,OppO,OppD,Non-Conf SOS,Year
1246,5,2,American,Oregon,Baylor,Arizona,Kentucky,,Upset,Wisconsin,B10,30.0,122.0,96.1,62.4,0.019,110.2,98.8,3.33,2014
1247,6,1,Coastal Carolina,Oregon,North Carolina,Arizona,Kentucky,Duke,No Upset,Wisconsin,B10,36.0,129.0,95.2,58.7,0.015,109.8,98.8,5.3,2015
1248,3,7,Pittsburgh,Xavier,Notre Dame,,,,No Upset,Wisconsin,B10,22.0,110.1,93.6,63.3,-0.022,110.3,100.7,1.24,2016
1249,3,8,Virginia Tech,Villanova,Florida,,,,No Upset,Wisconsin,B10,27.0,115.1,92.1,63.4,-0.003,110.6,100.6,-1.29,2017
1250,1,5,Oregon,,,,,,Upset,Wisconsin,B10,23.0,110.4,88.5,63.9,-0.018,110.3,97.3,3.14,2019
1251,2,9,North Carolina,Baylor,,,,,No Upset,Wisconsin,B10,18.0,113.0,90.6,64.6,-0.052,112.1,93.9,1.24,2021
1252,2,3,Colgate,Iowa State,,,,,Upset,Wisconsin,B10,25.0,109.3,94.0,66.5,0.105,108.4,98.6,2.91,2022
1253,1,13,Wisconsin,,,,,,No Upset,Wofford,SC,26.0,104.6,94.4,63.5,-0.023,102.2,103.8,4.23,2010
1254,1,14,BYU,,,,,,No Upset,Wofford,SC,21.0,112.3,104.2,63.2,-0.024,104.0,104.6,6.96,2011
1255,1,15,Michigan,,,,,,No Upset,Wofford,SC,20.0,100.6,102.6,60.5,0.025,103.5,109.3,7.63,2014
1256,1,12,Arkansas,,,,,,No Upset,Wofford,SC,28.0,105.2,98.5,60.5,0.122,104.0,108.0,6.79,2015
1257,2,7,Seton Hall,Kentucky,,,,,No Upset,Wofford,SC,30.0,118.1,97.4,65.7,0.046,106.0,104.2,8.37,2019
1258,1,14,Pittsburgh,,,,,,No Upset,Wright St.,Horz,23.0,104.5,97.8,63.0,0.137,105.7,105.5,-2.57,2007
1259,1,14,Tennessee,,,,,,No Upset,Wright St.,Horz,25.0,100.6,97.7,68.3,0.074,102.7,106.5,2.23,2018
1260,1,16,Arizona,,,,,,No Upset,Wright St.,Horz,22.0,106.3,106.6,68.9,0.003,100.2,107.0,-0.23,2022
1261,2,11,Gonzaga,Arizona,,,,,No Upset,Wyoming,MWC,22.0,107.8,96.7,69.0,0.032,105.5,102.0,-5.47,2002
1262,1,12,Northern Iowa,,,,,,No Upset,Wyoming,MWC,25.0,104.8,99.1,59.1,0.083,103.0,104.1,-10.31,2015
1263,2,7,Hawaii,Oklahoma,,,,,No Upset,Xavier,A10,26.0,111.2,92.6,67.0,0.051,106.7,101.6,5.37,2002
1264,2,3,Troy,Maryland,,,,,Upset,Xavier,A10,26.0,113.8,94.0,67.7,0.018,105.0,100.2,4.81,2003
1265,4,7,Louisville,Mississippi State,Texas,Duke,,,No Upset,Xavier,A10,26.0,113.8,93.6,64.1,-0.022,107.5,100.3,2.75,2004
1266,1,14,Gonzaga,,,,,,No Upset,Xavier,A10,21.0,110.9,98.2,65.3,-0.065,103.6,101.6,-3.38,2006
1267,2,9,BYU,Ohio State,,,,,No Upset,Xavier,A10,25.0,117.3,99.2,66.2,-0.047,106.5,103.6,3.4,2007
1268,4,3,Georgia,Purdue,West Virginia,UCLA,,,No Upset,Xavier,A10,30.0,117.3,95.2,63.8,0.054,108.1,101.2,3.5,2008
1269,3,4,Portland State,Wisconsin,Pittsburgh,,,,No Upset,Xavier,A10,27.0,111.0,90.8,65.8,-0.008,105.8,100.0,7.97,2009
1270,3,6,Minnesota,Pittsburgh,Kansas State,,,,No Upset,Xavier,A10,26.0,115.5,94.6,68.9,0.01,106.2,98.2,7.27,2010
1271,1,6,Marquette,,,,,,Upset,Xavier,A10,24.0,112.8,96.8,64.3,0.035,105.4,100.9,6.02,2011
1272,3,10,Notre Dame,Lehigh,Baylor,,,,No Upset,Xavier,A10,23.0,108.7,96.1,66.4,0.031,107.4,100.1,4.56,2012
1273,3,6,Mississippi,Georgia State,Arizona,,,,No Upset,Xavier,BE,23.0,116.6,97.1,65.0,-0.062,109.5,99.2,2.07,2015
1274,2,2,Weber State,Wisconsin,,,,,Upset,Xavier,BE,28.0,117.1,94.6,71.9,0.047,108.2,100.0,1.73,2016
1275,4,11,Maryland,Florida State,Arizona,Gonzaga,,,No Upset,Xavier,BE,24.0,115.7,99.0,67.2,0.044,111.2,99.5,5.32,2017
1276,2,1,Texas Southern,Florida State,,,,,Upset,Xavier,BE,29.0,120.1,98.6,70.5,0.091,109.9,100.6,1.84,2018
1277,2,12,Baylor,Duke,,,,,No Upset,Yale,Ivy,23.0,110.4,96.0,66.0,0.026,105.5,106.4,-1.0,2016
1278,1,14,LSU,,,,,,No Upset,Yale,Ivy,22.0,111.6,102.8,71.0,0.041,103.0,104.2,-2.09,2019
1279,1,14,Purdue,,,,,,No Upset,Yale,Ivy,19.0,100.7,98.8,68.8,0.063,103.3,104.8,0.65,2022
